Journal Code,"Online
ISSN",Journal Title,Full Article Publication Charge,Unnamed: 4,Unnamed: 5,Discounted APC for Society Members,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10
TL,1536-0768,New Directions for Teaching and Learning,3000,2000,2500,,,,,TL
NPH,1469-8137,New Phytologist,3000,2000,2500,,,,,NPH
NTWE,1468-005X,"New Technology, Work and Employment",2900,1933,2417,,,,,NTWE
NZG,1745-7939,New Zealand Geographer,2500,1667,2083,,,,,NZG
NBM,1099-1492,NMR in Biomedicine,4300,2867,3583,,,,,NBM
NJB,1756-1051,Nordic Journal of Botany,2200,1100,1650,,,,,NJB
NAAQ,1548-8454,North American Journal of Aquaculture,3000,2000,2500,,,,,NAAQ
NML,1542-7854,Nonprofit Management and Leadership,3000,2000,2500,,,,,NML
NAFM,1548-8675,North American Journal of Fisheries Management,3650,2450,3050,,,,,NAFM
NOUS,1468-0068,Noûs,2500,1650,2100,,,,,NOUS
NLA,1099-1506,Numerical Linear Algebra With Applications,3600,2400,3000,,,,,NLA
NUM,1098-2426,Numerical Methods for Partial Differential Equations,2750,1850,2300,,,,,NUM
NHS,1442-2018,Nursing & Health Sciences,3300,2200,2750,,,,,NHS
NUF,1744-6198,Nursing Forum,2500,1667,2083,,,,,NUF
NICC,1478-5153,Nursing In Critical Care,2500,1650,2100,,,,,NICC
NIN,1440-1800,Nursing Inquiry,3600,2400,3000,,,,,NIN
NUP,1466-769X,Nursing Philosophy,3000,2000,2500,,,,,NUP
NDI,1747-0080,Nutrition & Dietetics,2700,1800,2250,,,,,NDI
NBU,1467-3010,Nutrition Bulletin,2500,1667,2083,,,,,NBU
NCP,1941-2452,Nutrition in Clinical Practice,3100,2050,2600,2000,1333,1667,,NCP
OBY,1930-739X,Obesity,4000,2850,3400,,,,,OBY
OBR,1467-789X,Obesity Reviews,4300,2850,3600,,,,,OBR
OCEA,1834-4461,Oceania,2500,1667,2083,,,,,OCEA
OIK,1600-0706,Oikos,2650,1350,2000,,,,,OIK
OPEC,1753-0237,OPEC Energy Review,2500,1667,2083,,,,,OPEC
OPO,1475-1313,Ophthalmic and Physiological Optics,3300,2200,2750,,,,,OPO
OCA,1099-1514,Optimal Control Applications and Methods,3300,2200,2750,,,,,OCA
ODI,1601-0825,Oral Diseases,3950,2650,3300,,,,,ODI
OSI2,1881-4204,Oral Science International,3000,2000,2500,,,,,OSI2
ORS,1752-248X,Oral Surgery,2500,1667,2083,,,,,ORS
OLI,1600-0730,Orbis Litterarum,2500,1667,2083,,,,,OLI
OCR,1601-6343,Orthodontics & Craniofacial Research,3500,2350,2900,,,,,OCR
OBES,1468-0084,Oxford Bulletin of Economics and Statistics,3000,2000,2500,,,,,OBES
OJOA,1468-0092,Oxford Journal of Archaeology,2500,1667,2083,,,,,OJOA
PAER,1468-0106,Pacific Economic Review,2500,1667,2083,,,,,PAER
PAFO,1976-5118,Pacific Focus,2500,1667,2083,,,,,PAFO
PAPQ,1468-0114,Pacific Philosophical Quarterly,2500,1667,2083,,,,,PAPQ
PACE,1540-8159,Pacing and Clinical Electrophysiology,3200,2150,2650,,,,,PACE
PTS,1099-1522,Packaging Technology and Science,3500,2333,2917,,,,,PTS
PPE,1365-3016,Paediatric and Perinatal Epidemiology,4200,2800,3500,,,,,PPE
PAPR,1533-2500,Pain Practice,3900,2600,3250,,,,,PAPR
PALA,1475-4983,Palaeontology,4300,2850,3600,,,,,PALA
PALO,1944-9186,Paleoceanography and Paleoclimatology,3600,2571,3086,,,,,PALO
SPP2,2056-2802,Papers in Palaeontology,3300,2200,2950,,,,,SPP2
PIRS,1435-5957,Papers In Regional Science,3000,2000,2500,1500,1000,1250,,PIRS
PIM,1365-3024,Parasite Immunology,3200,2150,2650,,,,,PIM
PARH,1750-0206,Parliamentary History,2500,1650,2100,,,,,PARH
PPSC,1521-4117,Particle & Particle Systems Characterization,3800,2550,3150,,,,,PPSC
PIN,1440-1827,Pathology International,3300,2200,2750,,,,,PIN
PECH,1468-0130,Peace & Change,3000,2000,2500,,,,,PECH
PAI,1399-3038,Pediatric Allergy and Immunology,4300,2867,3583,,,,,PAI
PAN,1460-9592,Pediatric Anesthesia,3500,2333,2917,,,,,PAN
MPO,1545-5017,Pediatric Blood & Cancer,3550,2350,2950,,,,,MPO
PDE,1525-1470,Pediatric Dermatology,3400,2250,2850,,,,,PDE
PEDI,1399-5448,Pediatric Diabetes,4300,2850,3600,,,,,PEDI
IJPO,2047-6310,Pediatric Obesity,4200,2800,3500,,,,,IJPO
PPUL,1099-0496,Pediatric Pulmonology,4200,2800,3500,,,,,PPUL
PETR,1399-3046,Pediatric Transplantation,3400,2250,2850,,,,,PETR
PED,1442-200X,Pediatrics International,2700,1800,2250,,,,,PED
PEP2,2475-8817,Peptide Science,3300,2200,2750,,,,,PEP2
PFI,1930-8272,Performance Improvement,3000,2000,2500,,,,,PFI
PIQ,1937-8327,Performance Improvement Quarterly,3000,2000,2500,,,,,PIQ
PRD,1600-0757,Periodontology 2000,3300,2200,2750,,,,,PRD
PPP,1099-1530,Permafrost and Periglacial Processes,3300,2200,2750,,,,,PPP
PERE,1475-6811,Personal Relationships,2800,1850,2350,,,,,PERE
PMH,1932-863X,Personality and Mental Health,2800,1850,2350,,,,,PMH
PEPS,1744-6570,Personnel Psychology,2500,1667,2083,,,,,PEPS
PPC,1744-6163,Perspectives In Psychiatric Care,3300,2200,2750,,,,,PPC
PSRH,1931-2393,Perspectives On Sexual and Reproductive Health,2500,1650,2100,,,,,PSRH
PS,1526-4998,Pest Management Science,4400,2933,3960,,,,,PS
PST,1539-1612,Pharmaceutical Statistics,4200,2800,3500,,,,,PST
PDS,1099-1557,Pharmacoepidemiology and Drug Safety,4500,3200,3850,,,,,PDS
PHAR,1875-9114,Pharmacotherapy: The Journal of Human Pharmacology and Drug Therapy,3300,2200,2750,,,,,PHAR
PHIL,0031-806X,Philosophical Forum,2500,1650,2100,,,,,PHIL
PHIN,1467-9205,Philosophical Investigations,2500,1650,2100,,,,,PHIN
PHIS,1758-2237,Philosophical Issues,2500,1650,2100,,,,,PHIS
PHPE,1758-2245,Philosophical Perspectives,3000,2000,2500,,,,,PHPE
PAPA,1088-4963,Philosophy & Public Affairs,3000,2000,2500,,,,,PAPA
PHPR,1933-1592,Philosophy and Phenomenological Research,2500,1650,2100,,,,,PHPR
PHC3,1747-9991,Philosophy Compass,2500,1667,2083,,,,,PHC3
PHP,1751-1097,Photochemistry and Photobiology,3300,2200,2750,,,,,PHP
PHPP,1600-0781,"Photodermatology, Photoimmunology & Photomedicine",3600,2400,3000,,,,,PHPP
PRE,1440-1835,Phycological Research,3300,2200,2750,,,,,PRE
PSSA,1862-6319,physica status solidi (a) applications and materials science,3800,2550,3150,,,,,PSSA
PSSB,1521-3951,physica status solidi (b) basic solid state physics,3800,2550,3150,,,,,PSSB
PSSR,1862-6270,physica status solidi (RRL) rapid research letters,3800,2550,3150,,,,,PSSR
PIUZ,1521-3943,Physik in unserer Zeit,3000,2000,2500,,,,,PIUZ
PPL,1399-3054,Physiologia Plantarum,3650,2450,3050,2738,1838,2288,,PPL
PHEN,1365-3032,Physiological Entomology,3500,2300,2950,,,,,PHEN
PRI,1471-2865,Physiotherapy Research International,2500,1667,2083,,,,,PRI
PCA,1099-1565,Phytochemical Analysis,3200,2150,2650,,,,,PCA
PTR,1099-1573,Phytotherapy Research,4100,2750,3400,,,,,PTR
PCMR,1755-148X,Pigment Cell & Melanoma Research,4300,2850,3600,,,,,PCMR
PLB,1438-8677,Plant Biology,3000,2000,2500,,,,,PLB
PBR,1439-0523,Plant Breeding,3900,2600,3250,,,,,PBR
PPA,1365-3059,Plant Pathology,3950,2650,3300,,,,,PPA
PSBI,1442-1984,Plant Species Biology,2750,1850,2300,,,,,PSBI
PCE,1365-3040,"Plant, Cell & Environment",4300,2867,3583,,,,,PCE
PPAP,1612-8869,Plasma Processes and Polymers,4300,2850,3600,,,,,PPAP
PMR,1934-1563,PM&R,3000,2000,2500,,,,,PMR
PLAR,1555-2934,PoLAR: Political and Legal Anthropology Review,3000,2000,2500,,,,,PLAR
POI3,1944-2866,Policy & Internet (Electronic),2750,1800,2300,,,,,POI3
PSJ,1541-0072,Policy Studies Journal,3200,2150,2650,,,,,PSJ
POPS,1467-9221,Political Psychology,3200,2150,2650,,,,,POPS
POLQ,1538-165X,Political Science Quarterly,2500,1650,2100,,,,,POLQ
POLP,1747-1346,Politics & Policy,2500,1650,2100,,,,,POLP
PC,1548-0569,Polymer Composites,3300,2200,2750,,,,,PC
PCR2,2573-7619,Polymer Crystallization,3000,2000,2500,,,,,PCR2
PEN,1548-2634,Polymer Engineering & Science,3300,2200,2750,,,,,PEN
PI,1097-0126,Polymer International,3700,2467,3330,,,,,PI
PAT,1099-1581,Polymers for Advanced Technologies,3600,2400,3000,,,,,PAT
PADR,1728-4457,Population and Development Review,3000,2000,2500,,,,,PADR
POPE,1438-390X,Population Ecology,3000,2000,2500,,,,,POPE
PSP,1544-8452,"Population, Space and Place",3700,2450,3100,,,,,PSP
POP4,1944-2858,Poverty & Public Policy (Electronic),2500,1650,2100,,,,,POP4
PD,1097-0223,Prenatal Diagnosis,4200,2800,3500,,,,,PD
PSQ,1741-5705,Presidential Studies Quarterly,3000,2000,2500,,,,,PSQ
2130,1617-7061,Proceedings in Applied Mathematics & Mechanics,2500,1667,2083,,,,,2130
PLMS,1460-244X,Proceedings of the London Mathematical Society,3600,2400,3000,,,,,PLMS
PRS,1547-5913,Process Safety Progress,3000,2000,2500,,,,,PRS
POMS,1937-5956,Production and Operations Management,2500,1650,2100,,,,,POMS
PIP,1099-159X,Progress in Photovoltaics: Research and Applications,4500,3000,3750,,,,,PIP
PREP,1521-4087,"Propellants, Explosives, Pyrotechnics",3300,2200,2750,,,,,PREP
PRO,1469-896X,Protein Science,3300,2000,2650,2640,1600,2120,,PRO
PROT,1097-0134,"Proteins: Structure, Function, and Bioinformatics",3900,2600,3250,,,,,PROT
PMIC,1615-9861,Proteomics,4000,2700,3300,,,,,PMIC
PRCA,1862-8354,PROTEOMICS - Clinical Applications,3800,2550,3150,,,,,PRCA
PCHJ,2046-0260,PsyCh Journal,2500,1667,2083,,,,,PCHJ
PCN,1440-1819,Psychiatry and Clinical Neurosciences,2000,1500,1700,1500,1125,1275,,PCN
PSYG,1479-8301,Psychogeriatrics,3000,2000,2550,,,,,PSYG
MAR,1520-6793,Psychology & Marketing,3000,2000,2500,,,,,MAR
PAPT,2044-8341,"Psychology and Psychotherapy: Theory, Research and Practice",3300,2200,2750,,,,,PAPT
PITS,1520-6807,Psychology in the Schools,2500,1667,2083,,,,,PITS
PON,1099-1611,Psycho-Oncology,4300,2867,3583,,,,,PON
PSYP,1469-8986,Psychophysiology,3700,2450,3100,,,,,PSYP
PPI,1556-9195,Psychotherapy and Politics International,2500,1667,2083,,,,,PPI
PADM,1467-9299,Public Administration,3600,2400,3000,,,,,PADM
PAD,1099-162X,Public Administration and Development,2600,1733,2167,,,,,PAD
PUAR,1540-6210,Public Administration Review,3700,2500,3050,,,,,PUAR
PBAF,1540-5850,Public Budgeting & Finance,3000,2000,2500,,,,,PBAF
PHN,1525-1446,Public Health Nursing,3100,2100,2550,,,,,PHN
QRE,1099-1638,Quality and Reliability Engineering International,3700,2467,3083,,,,,QRE
QUE2,2577-0470,Quantum Engineering,3000,2000,2500,,,,,QUE2
QJ,1477-870X,Quarterly Journal of the Royal Meteorological Society,3465,2300,2900,2770,1840,2320,,QJ
RADM,1467-9310,R&D Management,3000,2000,2500,,,,,RADM
RDS,1944-799X,Radio Science,3600,2571,3086,,,,,RDS
RSA,1098-2418,Random Structures & Algorithms,3900,2600,3250,,,,,RSA
RCM,1097-0231,Rapid Communications in Mass Spectrometry,4200,2800,3500,,,,,RCM
RATI,1467-9329,Ratio,2500,1667,2083,,,,,RATI
RAJU,1467-9337,Ratio Juris,2500,1667,2083,,,,,RAJU
RRQ,1936-2722,Reading Research Quarterly,3200,2133,2667,,,,,RRQ
REEC,1540-6229,Real Estate Economics,2500,1667,2083,,,,,REEC
RSP3,1757-7802,Regional Science Policy & Practice,2500,1650,2100,,,,,RSP3
REGO,1748-5991,Regulation & Governance,3300,2200,2750,,,,,REGO
REC3,1749-8171,Religion Compass,2500,1667,2083,,,,,REC3
RSR,1748-0922,Religious Studies Review,2500,1650,2100,,,,,RSR
REM,1520-6831,Remediation,3000,2000,2500,,,,,REM
REST,1477-4658,Renaissance Studies,2500,1650,2100,,,,,REST
RDA,1439-0531,Reproduction in Domestic Animals,3600,2400,3000,,,,,RDA
NUR,1098-240X,Research in Nursing & Health,3600,2400,3000,,,,,NUR
JRSM,1759-2887,Research Synthesis Methods,2750,1800,2300,,,,,JRSM
RGE,1751-3928,Resource Geology,3100,2067,2583,1550,1033,1291,,RGE
RESP,1440-1843,Respirology,4000,2667,3333,,,,,RESP
REC,1526-100X,Restoration Ecology,3200,2150,2650,,,,,REC
RODE,1467-9361,Review of Development Economics,2700,1800,2250,,,,,RODE
REV3,2049-6613,Review of Education,3000,2000,2500,,,,,REV3
REEL,2050-0394,"Review of European, Comparative & International Environmental Law",2750,1850,2300,,,,,REEL
RFE,1873-5924,Review of Financial Economics,3000,2000,2500,,,,,RFE
ROIW,1475-4991,Review of Income and Wealth,2800,1850,2350,,,,,ROIW
ROIE,1467-9396,Review of International Economics,2900,1950,2400,,,,,ROIE
ROPR,1541-1338,Review of Policy Research,3000,2000,2500,,,,,ROPR
RAQ,1753-5131,Reviews in Aquaculture,3300,2200,2750,,,,,RAQ
RMV,1099-1654,Reviews in Medical Virology,3700,2450,3100,,,,,RMV
RIRT,1467-9418,Reviews in Religion & Theology,2500,1667,2083,,,,,RIRT
ROG,1944-9208,Reviews of Geophysics,3600,2571,3086,,,,,ROG
ILRS,1564-9148,Revista Internacional del Trabajo,2500,1667,2083,,,,,ILRS
ILRF,1564-9121,Revue internationale du Travail,2500,1667,2083,,,,,ILRF
RISA,1539-6924,Risk Analysis,3600,2400,3000,,,,,RISA
RMIR,1540-6296,Risk Management and Insurance Review,3000,2000,2500,,,,,RMIR
RHC3,1944-4079,"Risk, Hazards & Crisis in Public Policy(Electronic)",2500,1650,2100,,,,,RHC3
RRA,1535-1467,River Research and Applications,3800,2550,3150,,,,,RRA
RUSO,1549-0831,Rural Sociology,2750,1800,2300,,,,,RUSO
SCS,1471-6712,Scandinavian Journal of Caring Sciences,2500,1667,2083,,,,,SCS
SJI,1365-3083,Scandinavian Journal of Immunology,3300,2200,2750,,,,,SJI
SMS,1600-0838,Scandinavian Journal of Medicine & Science in Sports,3350,2250,2800,,,,,SMS
SJOP,1467-9450,Scandinavian Journal of Psychology,3400,2267,2833,,,,,SJOP
SJOS,1467-9469,Scandinavian Journal of Statistics,2750,1800,2300,,,,,SJOS
SCPS,1467-9477,Scandinavian Political Studies,2600,1750,2150,,,,,SCPS
SSM,1949-8594,School Science and Mathematics,2500,1650,2100,,,,,SSM
SCE,1098-237X,Science Education,3700,2467,3083,,,,,SCE
SJPE,1467-9485,Scottish Journal of Political Economy,2500,1650,2100,,,,,SJPE
SPY2,2475-6725,Security and Privacy,3000,2000,2500,,,,,SPY2
SED,1365-3091,Sedimentology,3700,2467,3083,,,,,SED
SDI,1525-139X,Seminars in Dialysis,3300,2200,2750,,,,,SDI
SSCP,2573-1815,Separation Science Plus,3000,2000,2500,,,,,SSCP
SGP2,2639-5355,"Sexuality, Gender & Policy",3000,2000,2500,,,,,SGP2
SIGN,1740-9713,Significance,2500,1667,2083,,,,,SIGN
SJTG,1467-9493,Singapore Journal of Tropical Geography,2500,1667,2083,,,,,SJTG
SRT,1600-0846,Skin Research and Technology,3800,2550,3150,,,,,SRT
SMLL,1613-6829,Small,5000,3750,4375,,,,,SMLL
SMTD,2366-9608,Small Methods,3800,2550,3150,,,,,SMTD
E506,2688-4062,Small Structures,3800,2550,3150,,,,,E506
SPC3,1751-9004,Social and Personality Psychology Compass,2500,1667,2083,,,,,SPC3
SOCA,1469-8676,Social Anthropology,3000,2000,2500,,,,,SOCA
SODE,1467-9507,Social Development,2900,1933,2417,,,,,SODE
SIPR,1751-2409,Social Issues and Policy Review,3000,2000,2500,,,,,SIPR
SPOL,1467-9515,Social Policy & Administration,3700,2500,3050,,,,,SPOL
SSQU,1540-6237,Social Science Quarterly,2600,1700,2200,,,,,SSQU
SORU,1467-9523,Sociologia Ruralis,3200,2150,2650,,,,,SORU
SOCF,1573-7861,Sociological Forum,2800,1850,2350,,,,,SOCF
SOIN,1475-682X,Sociological Inquiry,2500,1650,2100,,,,,SOIN
SOC4,1751-9020,Sociology Compass,2600,1750,2150,,,,,SOC4
SHIL,1467-9566,Sociology of Health & Illness,3600,2400,3000,,,,,SHIL
STVR,1099-1689,"Software Testing, Verification & Reliability",3600,2400,3000,,,,,STVR
SPE,1097-024X,Software: Practice and Experience,3600,2400,3000,,,,,SPE
SUM,1475-2743,Soil Use and Management,3500,2333,2917,,,,,SUM
SAJ2,1435-0661,Soil Science Society of America Journal,1000,800,900,,,,,SAJ2
SOLR,2367-198X,Solar RRL,3800,2550,3150,,,,,SOLR
SONO,2054-6750,Sonography,2500,1667,2083,,,,,SONO
SOEJ,2325-8012,Southern Economic Journal,2600,1944,2200,,,,,SOEJ
SCD,1754-4505,Special Care in Dentistry,2500,1667,2083,,,,,SCD
STAR,1521-379X,Starch,3800,2550,3150,,,,,STAR
STA4,2049-1573,Stat,2950,1950,2450,,,,,STA4
STAN,1467-9574,Statistica Neerlandica,2950,1950,2450,,,,,STAN
SAM,1932-1872,Statistical Analysis and Data Mining,3600,2400,3000,,,,,SAM
SIM,1097-0258,Statistics in Medicine,4500,3200,3900,,,,,SIM
STCO,1867-0539,Steel Construction: Design and Research,2500,1650,2100,,,,,STCO
SRIN,1869-344X,Steel Research International,3800,2550,3150,,,,,SRIN
STR,1475-1305,Strain,3700,2450,3100,,,,,STR
JSC,1099-1697,Strategic Change: Briefings in EntrepreneurialFinance,3000,2000,2500,,,,,JSC
SEJ,1932-443X,Strategic Entrepreneurship Journal,3000,2000,2500,,,,,SEJ
SMJ,1097-0266,Strategic Management Journal,3500,2350,2900,,,,,SMJ
SMI,1532-2998,Stress and Health,3300,2200,2750,,,,,SMI
2084,1751-7648,Structural Concrete,3000,2350,2700,,,,,2084
STC,1545-2263,Structural Control and Health Monitoring,3900,2650,3250,,,,,STC
STUL,1467-9582,Studia Linguistica,2500,1650,2100,,,,,STUL
SAPM,1467-9590,Studies in Applied Mathematics,3900,2650,3250,,,,,SAPM
SENA,1754-9469,Studies In Ethnicity and Nationalism,3000,2000,2500,,,,,SENA
SIFP,1728-4465,Studies in Family Planning,3000,2000,2500,,,,,SIFP
SLTB,1943-278X,Suicide and Life-Threatening Behavior,3200,2150,2650,,,,,SLTB
SUFL,1467-9604,Support for Learning,3000,2000,2500,,,,,SUFL
SIA,1096-9918,Surface and Interface Analysis,3200,2150,2650,,,,,SIA
ASH,1744-1633,Surgical Practice,2500,1667,2083,,,,,ASH
SD,1099-1719,Sustainable Development,3500,2333,2917,,,,,SD
SPSR,1662-6370,Swiss Political Science Review,2400,1200,1800,,,,,SPSR
SYMB,1533-8665,Symbolic Interaction,2750,1800,2300,,,,,SYMB
SYN,1098-2396,Synapse,3100,2050,2600,,,,,SYN
SYNT,1467-9612,Syntax,2800,1867,2333,,,,,SYNT
SDR,1099-1727,System Dynamics Review,2900,1900,2450,2320,1520,1960,,SDR
SYEN,1365-3113,Systematic Entomology,3950,2650,3300,,,,,SYEN
SYS,1520-6858,Systems Engineering,3000,2000,2700,,,,,SYS
SRES,1099-1743,Systems Research and Behavioral Science,2900,1933,2417,,,,,SRES
TAX,1996-8175,TAXON,2127,1591,1800,,,,,TAX
TEST,1467-9639,Teaching Statistics,2500,1650,2100,,,,,TEST
TETH,1467-9647,Teaching Theology & Religion,2500,1667,2083,,,,,TETH
TECT,1944-9194,Tectonics,3600,2571,3086,,,,,TECT
TER,1365-3121,Terra Nova,3600,2400,3000,,,,,TER
TESJ,1949-3533,TESOL Journal,2500,1650,2100,,,,,TESJ
TESQ,1545-7249,TESOL Quarterly,2500,1650,2100,,,,,TESQ
AJES,1536-7150,The American Journal of Economics and Sociology,2500,1650,2100,,,,,AJES
AJAD,1521-0391,The American Journal on Addictions,3000,2000,2500,,,,,AJAD
AR,1932-8494,The Anatomical Record,3800,2550,3150,,,,,AR
AERE,1467-8462,The Australian Economic Review,2500,1667,2083,,,,,AERE
AJAR,1467-8489,The Australian Journal of Agricultural and Resource Economics,2500,1667,2083,,,,,AJAR
TAJA,1757-6547,The Australian Journal of Anthropology,2600,1733,2167,,,,,TAJA
TBJ,1524-4741,The Breast Journal,3600,2350,3050,,,,,TBJ
BJOS,1468-4446,The British Journal of Sociology,3200,2400,2700,,,,,BJOS
CAG,1541-0064,The Canadian Geographer/Le Geographe Canadien,2500,1667,2083,,,,,CAG
CJCE,1939-019X,The Canadian Journal of Chemical Engineering,3000,2000,2500,,,,,CJCE
CJS,1708-945X,The Canadian Journal of Statistics/La revue canadienne de statistique,2700,1800,2250,,,,,CJS
CDQ,2161-0045,The Career Development Quarterly,2500,1650,2100,,,,,CDQ
TCR,1528-0691,The Chemical Record,4200,2625.49,3500,,,,,TCR
TCT,1743-498X,"Clinical Teacher, The",2750,1850,2300,,,,,TCT
CURJ,1469-3704,The Curriculum Journal,3000,2000,2500,,,,,CURJ
CRJ,1752-699X,The Clinical Respiratory Journal,3100,2067,2583,,,,,CRJ
DEVE,1746-1049,The Developing Economies,2500,1667,2083,,,,,DEVE
HER,1468-0289,The Economic History Review,3000,2000,2500,,,,,HER
EREV,1758-6623,The Ecumenical Review,2500,1650,2100,,,,,EREV
ISD2,1681-4835,The Electronic Journal of Information Systems in Developing Countries,3900,2600,3250,,,,,ISD2
EMBJ,1460-2075,The EMBO Journal,5200,4200,4700,,,,,EMBJ
FSB2,1530-6860,The FASEB Journal,2500,1667,2083,,,,,FSB2
FEBS,1742-4658,The FEBS Journal,4200,2800,3500,,,,,FEBS
FIRE,1540-6288,The Financial Review,2500,1650,2100,,,,,FIRE
GEOJ,1475-4959,The Geographical Journal,3000,2000,2500,,,,,GEOJ
GEQU,1756-1183,The German Quarterly,2500,1650,2100,,,,,GEQU
HEYJ,1468-2265,The Heythrop Journal,2500,1650,2100,,,,,HEYJ
HOJO,2059-1101,The Howard Journal of Crime and Justice,3000,2000,2500,,,,,HOJO
HPM,1099-1751,The International Journal of Health Planning and Management,3600,2400,3000,,,,,HPM
RCS,1478-596X,The International Journal of Medical Robotics and Computer Assisted Surgery,3400,2250,2850,,,,,RCS
JACC,1542-734X,The Journal of American Culture,2500,1650,2100,,,,,JACC
CNE,1096-9861,The Journal of Comparative Neurology,4300,3225,3763,,,,,CNE
CBE2,2379-6154,The Journal of Competency-Based Education,2500,1870,2116,,,,,CBE2
JOCB,2162-6057,The Journal of Creative Behavior,2500,1650,2100,,,,,JOCB
JDE,1346-8138,The Journal of Dermatology,3630,2400,3050,,,,,JDE
JOFI,1540-6261,The Journal of Finance,3500,2618,2962,,,,,JOFI
JFIR,1475-6803,The Journal of Financial Research,3000,2000,2500,,,,,JFIR
FUT,1096-9934,The Journal of Futures Markets,2800,1850,2350,,,,,FUT
JGM,1521-2254,The Journal of Gene Medicine,3300,2200,2750,,,,,JGM
JOHC,2161-1939,The Journal of Humanistic Counseling,2500,1650,2100,,,,,JOHC
JOIE,1467-6451,The Journal of Industrial Economics,2900,1933,2417,,,,,JOIE
PATH,1096-9896,The Journal of Pathology,4500,3000,3800,,,,,PATH
TJP,1469-7793,The Journal of Physiology,4700,3150,3900,,,,,TJP
JOPP,1467-9760,The Journal of Political Philosophy,3000,2000,2500,,,,,JOPP
JPCU,1540-5931,The Journal of Popular Culture,2500,1650,2100,,,,,JPCU
JRH,1748-0361,The Journal of Rural Health,3300,2200,2750,,,,,JRH
JWMG,1937-2817,The Journal of Wildlife Management,3300,2200,2750,,,,,JWMG
JWIP,1747-1796,The Journal of World Intellectual Property,2500,1667,2083,,,,,JWIP
LARY,1531-4995,The Laryngoscope,4100,2733,3417,,,,,LARY
MANC,1467-9957,The Manchester School,2500,1667,2083,,,,,MANC
MILQ,1468-0009,The Milbank Quarterly,3800,2550,3150,,,,,MILQ
MODL,1540-4781,The Modern Language Journal,3300,2200,2750,,,,,MODL
MUWO,1478-1913,The Muslim World,2500,1650,2100,,,,,MUWO
TOG,1744-4667,The Obstetrician & Gynaecologist,2500,1650,2100,,,,,TOG
PHOR,1477-9730,The Photogrammetric Record,2600,1750,2150,,,,,PHOR
TPJ,1365-313X,The Plant Journal,4400,3100,3750,3300,2325,2812.5,,TPJ
POQU,1467-923X,The Political Quarterly,3000,2000,2500,,,,,POQU
PROS,1097-0045,The Prostate,3550,2350,2950,,,,,PROS
RAND,1756-2171,The RAND Journal of Economics,3100,2067,2583,,,,,RAND
TRTR,1936-2714,The Reading Teacher,2500,1650,2100,,,,,TRTR
RUSS,1467-9434,The Russian Review,2500,1650,2100,,,,,RUSS
SJOE,1467-9442,The Scandinavian Journal of Economics,3000,2000,2500,,,,,SJOE
SAJE,1813-6982,The South African Journal of Economics,2500,1650,2100,,,,,SAJE
SJP,2041-6962,The Southern Journal of Philosophy,2500,1650,2100,,,,,SJP
TAL,1541-7808,The Structural Design of Tall and Special Buildings,3900,2600,3250,,,,,TAL
TWEC,1467-9701,The World Economy,3100,2050,2600,,,,,TWEC
THEO,1755-2567,Theoria,2500,1650,2100,,,,,THEO
TAP,1744-9987,Therapeutic Apheresis and Dialysis,3100,2067,2583,,,,,TAP
THT3,2161-2234,Thought: A Journal of Philosophy,2500,1650,2100,,,,,THT3
TIE,1520-6874,Thunderbird International Business Review,3000,2000,2500,,,,,TIE
TESG,1467-9663,Tijdschrift voor Economische en Sociale Geografie,3000,2000,2500,,,,,TESG
TOPS,1756-8765,Topics in Cognitive Science,2900,1933,2417,,,,,TOPS
TKM2,2053-4515,Traditional & Kampo Medicine,2200,1100,1650,,,,,TKM2
TRA,1600-0854,Traffic,3450,2300,2900,,,,,TRA
TGIS,1467-9671,Transactions in GIS,3300,2200,2750,,,,,TGIS
TAFS,1548-8659,Transactions of the American Fisheries Society,3600,2400,3000,,,,,TAFS
TRAN,1475-5661,Transactions of the Institute of British Geographers,3300,2200,2750,,,,,TRAN
TRPS,1467-968X,Transactions of the Philological Society,2500,1650,2100,,,,,TRPS
ETT,2161-3915,Transactions on Emerging Telecommunications Technologies,3000,2000,2500,,,,,ETT
TBED,1865-1682,Transboundary and Emerging Diseases,4800,3200,4000,,,,,TBED
TRAA,1548-7466,Transforming Anthropology,3000,2000,2500,,,,,TRAA
TRF,1537-2995,Transfusion,3900,2600,3250,,,,,TRF
TME,1365-3148,Transfusion Medicine,2750,1850,2300,,,,,TME
TSM2,2573-8488,Translational Sports Medicine,3300,2200,2750,,,,,TSM2
TID,1399-3062,Transplant Infectious Disease,3100,2100,2550,,,,,TID
TMI,1365-3156,Tropical Medicine & International Health,3150,2100,2650,,,,,TMI
UOG,1469-0705,Ultrasound in Obstetrics & Gynecology,4050,2700,3400,,,,,UOG
VIPR,1522-2454,Vakuum in Forschung und Praxis,3000,2000,2500,,,,,VIPR
VCO,1476-5829,Veterinary and Comparative Oncology,3800,2550,3150,,,,,VCO
VRC2,2052-6121,Veterinary Record Case Reports,1100,798,911,750,599,675,,VRC2
VCP,1939-165X,Veterinary Clinical Pathology,3000,2000,2500,,,,,VCP
VDE,1365-3164,Veterinary Dermatology,3000,2000,2500,,,,,VDE
VOP,1463-5224,Veterinary Ophthalmology,3400,2250,2850,,,,,VOP
VRU,1740-8261,Veterinary Radiology & Ultrasound,3900,2600,3250,,,,,VRU
