Journal Code,Journal,Ownership Structure,Current Price (USD),Current Price (GBP),Current Price (EUR),Current Price (USD).1,Current Price (GBP).1,Current Price (EUR).1,APC Change 2021 - 2020 (US $),APC Change 2021 - 2020 (%),Subject / Business Unit,Base Price,Impact Factor Percentile,Impact Factor Percentile (Round),Price Adjustment,Price Check,Is this journal considered to be 'slow' in publication?,Price Adjustment 2,Price Check 2,No. of Open Access Articles,Price Adjustment 3,Price Check 3,Competitor Analysis,Score,Price Adjustment 4,Final Adjustment 5,Maximum/Minimum Price Rule,Price Change,Price Decrease Rule,Price change limit,Limited % Price change,Is this journal considered to be 'Prestigious'?,Price Adjustment Prestigious ,Subscription Revenue per article,Subscription Revenue difference,Price Adjustment Subscription,Corporate Revenue,Price Adjustment Corporate,Final Price (USD),Final Price (GBP),Final Price (EUR),Price Change Final,Percentage Change,% category,Increase/Decrease?,Will price change be implemented?,Inflation Adjusted price,Round Inflation Adjusted Price,Round Inflation Adjusted Price (GBP),Round Inflation Adjusted Price (EUR),Current Gross Revenue,New Gross Revenue,Current Revenue,New Revenue,Current Revenue per article (Discounted),New Revenue per article (discounted),Subject Article Growth,Natural Market Volume Growth,Market Growth Revenue,% Price Change,Price Elasticity,Volume Change,New Volume,New Discounted Revenue ,Revenue Change,u,% Revenue Change,Credit Card Discount Volume Uptake,Remaining Volume,Credit Card Discount Revenue,Revenue per article,Credit Card Revenue,Remaining Revenue,Total Surcharge Revenue,China Revenue,Revenue per article.1,China New Revenue,Revenue change,Min 2%,Difference
PCA,Phytochemical Analysis,O-Proprietary Owned,3200.0,2150.0,2650.0,3200,2150.0,2650,0.0,0.0,Physical Sci,3500,0.15800000000000003,0.2,-100,3400,No,0,3400,0,2500,2500,No direct competitors,0,2500,2500,2500,-700,3200,3264,0.02,No,0,2797.5697090499993,-402.43029095000065,0,0.0,0,3250,2200,2700,50,0.02,1-2%,Increase,Yes,3250,3250,2200,2700,0,0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.015625,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PCE,"Plant, Cell & Environment",O-Proprietary Owned,4300.0,2867.0,3583.0,4300,2867.0,3583,0.0,0.0,Life Sci,3250,0.655,0.7,700,3950,No,0,3950,2,-500,3450,No direct competitors,0,3450,3450,3450,-850,4300,4386,0.02,No,0,16481.721,12181.721000000001,Subscription revenue considerably higher than APC - please review,37.261,0,4400,2900,3650,100,0.02,1-2%,Increase,Yes,4400,4400,2900,3650,8600,8800,3900.0,4575.0,1950.0,2287.5,0.1,2.2,4290.0,0.023255813953488372,0.0,0.0,2.2,5032.5,1132.5,,0.2903846153846154,0.9680000000000001,1.2320000000000002,0.0,0.0,0.0,2818.2000000000003,2818.2000000000003,0.0,0.0,0.0,675.0,172.0,-503.0
PCHJ,PsyCh Journal,J-Joint Owned,2500.0,1667.0,2083.0,2500,1667.0,2083,0.0,0.0,SSH,2750,0.604,0.6,600,3350,No,0,3350,2,-500,2850,No direct competitors,0,2850,2850,2850,350,2900,2958,0.1832,No,0,6028.972638310811,3128.972638310811,Subscription revenue considerably higher than APC - please review,0.0,0,2950,1950,2450,450,0.18,16-20%,Increase,Yes,2950,2950,1950,2450,5000,5900,7010.5,8400.0,3505.25,4200.0,0.1,2.2,7711.55,0.18,0.0,0.0,2.2,9240.0,2229.5,,0.3180229655516725,0.9680000000000001,1.2320000000000002,4250.0,2125.0,2057.0,5174.400000000001,7231.400000000001,4200.0,2100.0,4620.0,1389.5,100.0,-1289.5
PCMR,Pigment Cell & Melanoma Research,O-Proprietary Owned,4300.0,2850.0,3600.0,4300,2850.0,3600,0.0,0.0,Life Sci,3250,0.969,1,1000,4250,No,0,4250,26,500,4750,No direct competitors,0,4750,4750,4750,450,4800,4896,0.1386046511627907,No,0,1581.1570169628387,-3218.8429830371615,0,168.0231068209459,0,4900,3250,4100,600,0.14,11-15%,Increase,Yes,4900,4900,3250,4100,111800,127400,102476.743703,106154.47132400001,3941.4132193461537,4082.8642816923084,0.1,28.6,112724.4180733,0.13953488372093023,-0.1,-0.013953488372093023,28.200930232558143,115140.5707570084,12663.827054008405,,0.12357757083608105,12.408409302325582,15.79252093023256,50845.7721345,1955.6066205576924,24265.967382217565,64478.71962392471,88744.68700614228,50374.471324000006,1937.4796663076925,54638.72889654327,3677.7276210000127,2236.0,-1441.7276210000127
PCN,Psychiatry and Clinical Neurosciences,N-Society Owned,2000.0,1500.0,1700.0,2000,1500.0,1700,0.0,0.0,Health Sci,3250,None,None,-500,2750,No,0,2750,3,-500,2250,No direct competitors,0,2250,2250,2250,250,2300,2346,0.173,No,0,12068.611897307692,9768.611897307692,Subscription revenue considerably higher than APC - please review,0.0,0,2350,1750,2000,350,0.18,16-20%,Increase,Yes,2350,2350,1750,2000,6000,7050,5729.42,8375.0,1909.8066666666666,2791.6666666666665,0.1,3.3000000000000003,6302.362,0.175,0.0,0.0,3.3000000000000003,9212.5,3483.08,,0.6079289003075354,1.4520000000000002,1.848,0.0,0.0,0.0,5159.0,5159.0,0.0,0.0,0.0,2645.58,120.0,-2525.58
PCR2,Polymer Crystallization,O-Proprietary Owned,3000.0,2000.0,2500.0,3000,2000.0,2500,0.0,0.0,Physical Sci,3500,0.744,0.7,700,4200,No,0,4200,7,0,4200,No direct competitors,0,4200,4200,4200,1200,4200,4284,0.428,No,0,4030.785606859375,-169.2143931406249,0,0.0,0,4300,2850,3600,1300,0.43,over 40%,Increase,Yes,4300,4300,2850,3600,21000,30100,20433.05,21287.5,2919.0071428571428,3041.0714285714284,0.1,7.700000000000001,22476.355000000003,0.43333333333333335,-0.2,-0.08666666666666667,7.0326666666666675,21386.841666666667,953.7916666666679,,0.046678869119718684,3.094373333333334,3.9382933333333336,3300.0,471.42857142857144,1458.7760000000003,11976.631333333335,13435.407333333334,3750.0,535.7142857142857,3767.5,854.4500000000007,420.0,-434.4500000000007
PD,Prenatal Diagnosis,O-Proprietary Owned,4200.0,2800.0,3500.0,4200,2800.0,3500,0.0,0.0,Health Sci,3250,0.54,0.5,500,3750,No,0,3750,40,500,4250,No direct competitors,0,4250,4250,4250,50,4300,4386,0.04428571428571428,No,0,2564.1479942540986,-1735.8520057459014,0,7.19861643989071,0,4400,2950,3700,200,0.05,3-5%,Increase,Yes,4400,4400,2950,3700,168000,176000,170761.34645,174911.39303777777,4269.0336612500005,4372.7848259444445,0.1,44.0,187837.48109500002,0.047619047619047616,0.0,0.0,44.0,192402.53234155555,21641.185891555535,,0.12673351634582133,19.36,24.64,124500.10383166665,3112.5025957916664,60258.05025452666,107745.41811127111,168003.46836579777,120483.97145,3012.0992862499997,132532.36859499998,4150.046587777761,3360.0,-790.0465877777606
PDE,Pediatric Dermatology,O-Proprietary Owned,3400.0,2250.0,2850.0,3400,2250.0,2850,0.0,0.0,Health Sci,3250,0.5660000000000001,0.6,600,3850,No,0,3850,4,-500,3350,No direct competitors,0,3350,3350,3350,-50,3400,3468,0.02,No,0,3007.3197222222225,-392.6802777777775,0,0.0,0,3450,2250,2900,50,0.01,1-2%,Increase,Yes,3450,3450,2300,2900,13600,13800,11925.0,12200.0,2981.25,3050.0,0.1,4.4,13117.500000000002,0.014705882352941176,0.0,0.0,4.4,13420.000000000002,1495.0000000000018,,0.12536687631027268,1.9360000000000002,2.4640000000000004,3100.0,775.0,1500.4,7515.200000000002,9015.600000000002,3050.0,762.5,3355.0000000000005,275.0,272.0,-3.0
PDS,Pharmacoepidemiology and Drug Safety,O-Proprietary Owned,4500.0,3200.0,3850.0,4500,3200.0,3850,0.0,0.0,Health Sci,3250,0.849,0.8,800,4050,No,0,4050,3,-500,3550,No direct competitors,0,3550,3550,3550,-950,4500,4590,0.02,No,0,3505.9143517682933,-994.0856482317067,0,13.430204146341465,0,4600,3250,3950,100,0.02,1-2%,Increase,Yes,4600,4600,3250,3950,13500,13800,9227.825,14342.320454545454,3075.941666666667,4780.773484848484,0.1,3.3000000000000003,10150.607500000002,0.022222222222222223,0.0,0.0,3.3000000000000003,15776.5525,6548.727499999999,,0.7096718349123438,1.4520000000000002,1.848,4651.113257575757,1550.3710858585857,2251.1388166666666,8834.8694,11086.008216666665,4064.079545454545,1354.6931818181818,4470.4875,5114.495454545453,270.0,-4844.495454545453
PECH,Peace & Change,J-Joint Owned,3000.0,2000.0,2500.0,3000,2000.0,2500,0.0,0.0,SSH,2750,0.794,0.8,800,3550,No,0,3550,11,0,3550,No direct competitors,0,3550,3550,3550,550,3600,3672,0.224,No,0,2854.3614547187512,-745.6385452812488,0,1.8494455937500005,0,3650,2450,3050,650,0.22,21-25%,Increase,Yes,3650,3650,2450,3050,33000,40150,31569.55045,32841.88934513889,2869.9591318181815,2985.626304103535,0.1,12.100000000000001,34726.505495,0.21666666666666667,-0.1,-0.021666666666666667,11.837833333333334,35343.34658359363,3773.7961335936307,,0.11953911537544973,5.208646666666667,6.6291866666666674,13371.903240277778,1215.6275672979798,6331.774476314731,19792.274086812435,26124.048563127166,13191.201845138889,1199.200167739899,14195.931719010301,1272.338895138888,660.0,-612.3388951388879
PED,Pediatrics International,N-Society Owned,2700.0,1800.0,2250.0,2700,1800.0,2250,0.0,0.0,Health Sci,3250,0.42600000000000005,0.4,300,3550,No,0,3550,9,0,3550,No direct competitors,0,3550,3550,3550,850,3600,3672,0.36,No,0,0.0,-3600.0,0,0.0,0,3650,2450,3050,950,0.35,31-35%,Increase,Yes,3650,3650,2450,3050,24300,32850,20269.89645,39194.349023999996,2252.2107166666665,4354.927669333333,0.1,9.9,22296.886094999998,0.35185185185185186,-0.1,-0.03518518518518519,9.551666666666668,41596.81745491556,21326.92100491556,,1.0521475064030512,4.202733333333334,5.348933333333334,9047.623493,1005.2914992222221,4224.972093497874,23294.217774752713,27519.189868250585,8394.70221,932.74469,8909.266363983334,18924.452573999995,486.0,-18438.452573999995
PEDI,Pediatric Diabetes,O-Proprietary Owned,4300.0,2850.0,3600.0,4300,2850.0,3600,0.0,0.0,Health Sci,3250,0.585,0.6,600,3850,No,0,3850,30,500,4350,No direct competitors,0,4350,4350,4350,50,4400,4488,0.04372093023255814,No,0,1108.271452689394,-3291.728547310606,0,215.4679964526515,0,4500,3000,3800,200,0.05,3-5%,Increase,Yes,4500,4500,3000,3800,129000,135000,105487.45724999999,130915.45988414634,3516.2485749999996,4363.848662804879,0.1,33.0,116036.202975,0.046511627906976744,0.0,0.0,33.0,144007.00587256099,38519.54862256099,,0.3651576180405182,14.52,18.48,52061.33192378049,1735.377730792683,25197.684651109757,80643.92328863416,105841.60793974392,47328.48356707317,1577.616118902439,52061.33192378049,25428.002634146353,2580.0,-22848.002634146353
PEN,Polymer Engineering & Science,N-Society Owned,3000.0,2000.0,2500.0,3300,2200.0,2750,300.0,0.1,Physical Sci,3500,0.958,1,1000,4500,No,0,4500,51,500,5000,No direct competitors,0,5000,5000,5000,1700,5000,5100,0.5454545454545454,No,0,9552.814704084476,4552.814704084476,Subscription revenue considerably higher than APC - please review,0.0,0,5100,3400,4250,1800,0.55,over 40%,Increase,Yes,5100,5100,3400,4250,168300,260100,202569.4666465,211774.58591734883,3971.9503264019604,4152.442861124487,0.1,56.1,222826.41331114998,0.5454545454545454,-0.3,-0.1636363636363636,46.92,194832.6190439609,-7736.847602539085,,-0.03819355271365011,20.6448,26.2752,70223.61530277327,1376.933633387711,28426.519474562618,109106.26666461812,137532.78613918074,69434.58591734883,1361.462468967624,63879.819043960924,9205.119270848838,3366.0,-5839.119270848838
PEP2,Peptide Science,O-Proprietary Owned,3300.0,2200.0,2750.0,3300,2200.0,2750,0.0,0.0,Life Sci,3250,0.9339999999999999,0.9,900,4150,No,0,4150,8,0,4150,No direct competitors,0,4150,4150,4150,850,4200,4284,0.29818181818181816,No,0,3848.59449005,-351.4055099500001,0,0.0,0,4300,2850,3600,1000,0.3,26-30%,Increase,Yes,4300,4300,2850,3600,26400,34400,17599.8600105,23379.84096112931,2199.9825013125,2922.4801201411638,0.1,8.8,19359.846011550002,0.30303030303030304,-0.2,-0.06060606060606061,8.266666666666667,24159.168993166957,6559.308982666957,,0.3726909747437594,3.6373333333333338,4.629333333333333,3009.1344957931033,376.1418119741379,1368.1531507539312,13529.134636173494,14897.287786927425,2967.3409611293105,370.9176201411638,3066.252326500288,5779.9809506293095,528.0,-5251.9809506293095
PEPS,Personnel Psychology,O-Proprietary Owned,2500.0,1667.0,2083.0,2500,1667.0,2083,0.0,0.0,SSH,2750,0.14300000000000002,0.1,-300,2450,No,0,2450,0,2500,2500,No direct competitors,0,2500,2500,2500,0,2500,2550,0.02,No,0,1828.8408764884614,-671.1591235115386,0,0.0,0,2550,1700,2100,50,0.02,1-2%,Increase,Yes,2550,2550,1700,2100,0,0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PERE,Personal Relationships,N-Society Owned,2800.0,1850.0,2350.0,2800,1850.0,2350,0.0,0.0,SSH,2750,None,None,-500,2250,No,0,2250,3,-500,1750,No direct competitors,0,1750,1750,1750,-1050,2800,2856,0.02,No,0,2762.455868318182,-37.54413168181782,0,0.0,0,2850,1900,2400,50,0.02,1-2%,Increase,Yes,2850,2850,1900,2400,8400,8550,6604.095,11825.0,2201.3650000000002,3941.6666666666665,0.1,3.3000000000000003,7264.504500000001,0.017857142857142856,0.0,0.0,3.3000000000000003,13007.5,6403.405,,0.9696112790624604,1.4520000000000002,1.848,4350.0,1450.0,2105.4,7284.2,9389.6,4300.0,1433.3333333333333,4730.0,5220.905,168.0,-5052.905
PETR,Pediatric Transplantation,O-Proprietary Owned,3400.0,2250.0,2850.0,3400,2250.0,2850,0.0,0.0,Health Sci,3250,None,None,-500,2750,No,0,2750,22,500,3250,No direct competitors,0,3250,3250,3250,-150,3400,3468,0.02,No,0,0.0,-3400.0,0,0.0,0,3450,2250,2900,50,0.01,1-2%,Increase,Yes,3450,3450,2300,2900,74800,75900,21150.0,60277.5,961.3636363636364,2739.8863636363635,0.1,24.200000000000003,23265.000000000004,0.014705882352941176,0.0,0.0,24.200000000000003,66305.25,45155.25,,2.135,10.648000000000001,13.552000000000001,61335.0,2787.9545454545455,29686.140000000003,37130.94,66817.08,60277.5,2739.8863636363635,66305.25,39127.5,1496.0,-37631.5
PFI,Performance Improvement,N-Society Owned,3000.0,2000.0,2500.0,3000,2000.0,2500,0.0,0.0,SSH,2750,None,None,-500,2250,No,0,2250,2,-500,1750,No direct competitors,0,1750,1750,1750,-1250,3000,3060,0.02,No,0,1558.3738666666668,-1441.6261333333332,0,2.598266666666667,0,3050,2050,2550,50,0.02,1-2%,Increase,Yes,3050,3050,2050,2550,6000,6100,5000.0,9400.0,2500.0,4700.0,0.1,2.2,5500.0,0.016666666666666666,0.0,0.0,2.2,10340.0,5340.0,,1.068,0.9680000000000001,1.2320000000000002,9500.0,4750.0,4598.0,5790.400000000001,10388.400000000001,9000.0,4500.0,9900.0,4400.0,120.0,-4280.0
PHAR,Pharmacotherapy: The Journal of Human Pharmacology and Drug Therapy,N-Society Owned,3300.0,2200.0,2750.0,3300,2200.0,2750,0.0,0.0,Health Sci,3250,0.33399999999999996,0.3,100,3350,No,0,3350,5,-500,2850,No direct competitors,0,2850,2850,2850,-450,3300,3366,0.02,No,0,2493.946474182143,-806.053525817857,0,0.0,0,3350,2250,2800,50,0.02,1-2%,Increase,Yes,3350,3350,2250,2800,16500,16750,8587.23658,9914.4403148,1717.4473160000002,1982.88806296,0.1,5.5,9445.960238000001,0.015151515151515152,0.0,0.0,5.5,10905.88434628,2318.647766279999,,0.2700109336314569,2.42,3.08,1866.5052264,373.30104528000004,903.3885295776,6107.2952339168005,7010.6837634944,1831.9403148000001,366.38806296,2015.13434628,1327.2037347999994,330.0,-997.2037347999994
PHC3,Philosophy Compass,O-Proprietary Owned,2500.0,1667.0,2083.0,2500,1667.0,2083,0.0,0.0,SSH,2750,None,None,-500,2250,No,0,2250,8,0,2250,No direct competitors,0,2250,2250,2250,-250,2500,2550,0.02,No,0,0.0,-2500.0,0,0.0,0,2550,1700,2100,50,0.02,1-2%,Increase,Yes,2550,2550,1700,2100,20000,20400,11960.0,25962.5,1495.0,3245.3125,0.1,8.8,13156.000000000002,0.02,0.0,0.0,8.8,28558.750000000004,16598.750000000004,,1.387855351170569,3.8720000000000003,4.928000000000001,0.0,0.0,0.0,15992.900000000003,15992.900000000003,0.0,0.0,0.0,14002.5,400.0,-13602.5
PHEN,Physiological Entomology,N-Society Owned,3400.0,2250.0,2850.0,3500,2300.0,2950,100.0,0.029411764705882353,Life Sci,3250,0.796,0.8,800,4050,No,0,4050,15,0,4050,No direct competitors,0,4050,4050,4050,550,4100,4182,0.19485714285714287,No,0,13855.300696706898,9755.300696706898,Subscription revenue considerably higher than APC - please review,0.0,0,4200,2750,3550,700,0.2,16-20%,Increase,Yes,4200,4200,2750,3550,52500,63000,45450.96,48107.973333333335,3030.064,3207.1982222222223,0.1,16.5,49996.056,0.2,-0.1,-0.020000000000000004,16.169999999999998,51860.39525333333,6409.4352533333295,,0.1410186991283205,7.114799999999999,9.0552,10471.986666666668,698.1324444444446,4967.072715733333,29041.821341866664,34008.894057599995,10330.473333333333,688.6982222222222,11136.250253333332,2657.013333333336,1050.0,-1607.013333333336
PHIB,Analytic Philosophy,O-Proprietary Owned,2500.0,1667.0,2083.0,2500,1667.0,2083,0.0,0.0,SSH,2750,0.493,0.5,500,3250,No,0,3250,7,0,3250,No direct competitors,0,3250,3250,3250,750,3300,3366,0.3464,No,0,506.96289851520726,-2793.037101484793,0,482.8635518456221,0,3350,2250,2800,850,0.34,31-35%,Increase,Yes,3350,3350,2250,2800,17500,23450,21688.0,22050.0,3098.285714285714,3150.0,0.1,7.700000000000001,23856.800000000003,0.34,-0.1,-0.034,7.438200000000001,23430.33,1742.3300000000017,,0.08033613057912217,3.2728080000000004,4.165392000000001,16000.0,2285.714285714286,7480.7040000000015,13120.984800000002,20601.688800000004,15750.0,2250.0,16735.95,362.0,350.0,-12.0
PHIL,Philosophical Forum,O-Proprietary Owned,2500.0,1650.0,2100.0,2500,1650.0,2100,0.0,0.0,SSH,2750,0.21199999999999997,0.2,-100,2650,No,0,2650,3,-500,2150,No direct competitors,0,2150,2150,2150,-350,2500,2550,0.02,No,0,3173.948011902777,673.9480119027771,0,0.7220610000000001,0,2550,1700,2150,50,0.02,1-2%,Increase,Yes,2550,2550,1700,2150,7500,7650,10402.0,10650.0,3467.3333333333335,3550.0,0.1,3.3000000000000003,11442.2,0.02,0.0,0.0,3.3000000000000003,11715.000000000002,1313.0000000000018,,0.12622572582195749,1.4520000000000002,1.848,3600.0,1200.0,1742.4000000000003,6560.400000000001,8302.800000000001,3550.0,1183.3333333333333,3905.0,248.0,150.0,-98.0
PHIN,Philosophical Investigations,O-Proprietary Owned,2500.0,1650.0,2100.0,2500,1650.0,2100,0.0,0.0,SSH,2750,0.756,0.8,800,3550,No,0,3550,42,500,4050,No direct competitors,0,4050,4050,4050,1550,4100,4182,0.6728,No,0,1502.3000904465116,-2597.6999095534884,0,5.742530609302326,0,4200,2750,3550,1700,0.68,over 40%,Increase,Yes,4200,4200,2750,3550,105000,176400,129702.718975,164675.5467267256,3088.159975595238,3920.8463506363237,0.1,46.2,142672.9908725,0.68,-0.3,-0.20400000000000001,36.775200000000005,144189.90871392094,14487.189738920948,,0.11169534342385938,16.181088000000003,20.594112000000003,52713.322665506326,1255.079111083484,20308.54554340363,80746.34887979573,101054.89442319935,48909.268452531636,1164.5063917269438,42824.95545703671,34972.82775172559,2100.0,-32872.82775172559
PHIS,Philosophical Issues,O-Proprietary Owned,2500.0,1650.0,2100.0,2500,1650.0,2100,0.0,0.0,SSH,2750,0.758,0.8,800,3550,No,0,3550,35,500,4050,No direct competitors,0,4050,4050,4050,1550,4100,4182,0.6728,No,0,6104.036988960843,2004.0369889608428,Subscription revenue considerably higher than APC - please review,0.0,0,4200,2750,3550,1700,0.68,over 40%,Increase,Yes,4200,4200,2750,3550,87500,147000,72593.1423,82250.29546855346,2074.0897800000002,2350.0084419586706,0.1,38.5,79852.45653000001,0.68,-0.3,-0.20400000000000001,30.646,72018.35871226541,-574.7835877345933,,-0.007917877219851292,13.48424,17.16176,23256.42205283019,664.4692015094339,8959.862185761569,40330.28087886864,49290.1430646302,22841.128801886793,652.6036800539083,19999.692378932075,9657.153168553457,1750.0,-7907.153168553457
PHN,Public Health Nursing,O-Proprietary Owned,3100.0,2100.0,2550.0,3100,2100.0,2550,0.0,0.0,Health Sci,3250,0.46099999999999997,0.5,500,3750,No,0,3750,14,0,3750,No direct competitors,0,3750,3750,3750,650,3800,3876,0.2503225806451613,No,0,3149.9094244415924,-650.0905755584076,0,0.5403808663716814,0,3900,2650,3200,800,0.26,26-30%,Increase,Yes,3900,3900,2650,3200,43400,54600,46172.5,57400.0,3298.035714285714,4100.0,0.1,15.400000000000002,50789.75000000001,0.25806451612903225,-0.1,-0.025806451612903226,15.002580645161293,61510.5806451613,15338.080645161303,,0.33219082018866863,6.601135483870969,8.401445161290324,53950.0,3853.5714285714284,25437.947096774198,34445.92516129033,59883.872258064526,53300.0,3807.1428571428573,57116.9677419355,11227.5,868.0,-10359.5
PHOR,The Photogrammetric Record,J-Joint Owned,2500.0,1667.0,2083.0,2600,1750.0,2150,100.0,0.04,SSH,2750,0.887,0.9,900,3650,No,0,3650,57,500,4150,No direct competitors,0,4150,4150,4150,1550,4200,4284,0.6476923076923077,No,0,4483.694593023256,283.69459302325595,0,1161.9156976744187,0,4300,2900,3550,1700,0.65,over 40%,Increase,Yes,4300,4300,2900,3550,148200,245100,100240.28,226070.838,1758.601403508772,3966.1550526315787,0.1,62.7,110264.308,0.6538461538461539,-0.3,-0.19615384615384615,50.40115384615385,199898.79098538464,99658.51098538464,,0.9941962550921111,22.176507692307695,28.22464615384616,146949.65749999997,2578.064166666666,57172.459823346144,111943.3229518154,169115.78277516156,146720.838,2574.049789473684,129735.07944692309,125830.55799999999,2964.0,-122866.55799999999
PHP,Photochemistry and Photobiology,N-Society Owned,3000.0,2000.0,2500.0,3300,2200.0,2750,300.0,0.1,Life Sci,3250,None,None,-500,2750,No,0,2750,2,-500,2250,No direct competitors,0,2250,2250,2250,-1050,3300,3366,0.02,No,0,4914.095113225,1614.0951132250002,0,0.0,0,3350,2250,2800,50,0.02,16-20%,Increase,Yes,3350,3350,2250,2800,6600,6700,4125.325,5162.5,2062.6625,2581.25,0.1,2.2,4537.8575,0.015151515151515152,0.0,0.0,2.2,5678.750000000001,1553.425000000001,,0.3765582105652285,0.9680000000000001,1.2320000000000002,3000.0,1500.0,1452.0000000000002,3180.1000000000004,4632.1,2950.0,1475.0,3245.0000000000005,1037.1750000000002,132.0,-905.1750000000002
PHPE,Philosophical Perspectives,O-Proprietary Owned,3000.0,2000.0,2500.0,3000,2000.0,2500,0.0,0.0,SSH,2750,None,None,-500,2250,No,0,2250,8,0,2250,No direct competitors,0,2250,2250,2250,-750,3000,3060,0.02,No,0,11309.985455227272,8309.985455227272,Subscription revenue considerably higher than APC - please review,0.0,0,3050,2050,2550,50,0.02,1-2%,Increase,Yes,3050,3050,2050,2550,24000,24400,16757.5691135,17637.78758577,2094.6961391875,2204.72344822125,0.1,8.8,18433.326024850005,0.016666666666666666,0.0,0.0,8.8,19401.566344347,2643.9972308469987,,0.15777928248059428,3.8720000000000003,4.928000000000001,9793.62655804,1224.203319755,4740.11525409136,10864.87715283432,15604.992406925681,9605.28758577,1200.66094822125,10565.816344347,880.2184722699967,480.0,-400.2184722699967
PHPP,"Photodermatology, Photoimmunology & Photomedicine",O-Proprietary Owned,3600.0,2400.0,3000.0,3600,2400.0,3000,0.0,0.0,Health Sci,3250,0.62,0.6,600,3850,No,0,3850,15,0,3850,No direct competitors,0,3850,3850,3850,250,3900,3978,0.105,No,0,1571.232131268293,-2328.767868731707,0,5.616029999999999,0,4000,2650,3350,400,0.11,11-15%,Increase,Yes,4000,4000,2650,3350,54000,60000,36442.6825,53846.042272727274,2429.512166666667,3589.7361515151515,0.1,16.5,40086.95075,0.1111111111111111,0.0,0.0,16.5,59230.6465,22787.964,,0.6253097312471441,7.26,9.24,17696.32534090909,1179.7550227272727,8565.021465,33169.16204,41734.183505,17125.476136363635,1141.698409090909,18838.02375,17403.35977272727,1080.0,-16323.359772727272
PHPR,Philosophy and Phenomenological Research,N-Society Owned,2500.0,1650.0,2100.0,2500,1650.0,2100,0.0,0.0,SSH,2750,0.767,0.8,800,3550,No,0,3550,3,-500,3050,No direct competitors,0,3050,3050,3050,550,3100,3162,0.2648,No,0,4866.54648468182,1766.5464846818204,0,31.26378259090909,0,3150,2100,2650,650,0.26,26-30%,Increase,Yes,3150,3150,2100,2650,7500,9450,11100.0,12600.0,3700.0,4200.0,0.1,3.3000000000000003,12210.000000000002,0.26,-0.1,-0.026000000000000002,3.2142000000000004,13499.640000000001,2399.6400000000012,,0.2161837837837839,1.4142480000000002,1.7999520000000002,12750.0,4250.0,6010.554000000001,7559.798400000001,13570.352400000002,12600.0,4200.0,13499.640000000001,1500.0,150.0,-1350.0
PI,Polymer International,N-Society Owned,3700.0,2467.0,3330.0,3700,2467.0,3330,0.0,0.0,Physical Sci,3500,0.32399999999999995,0.3,100,3600,No,0,3600,11,0,3600,No direct competitors,0,3600,3600,3600,-100,3700,3774,0.02,No,0,831.8350248833333,-2868.164975116667,0,0.0,0,3750,2500,3350,50,0.01,1-2%,Increase,Yes,3750,3750,2500,3350,40700,41250,27292.13679,32430.1840122,2481.1033445454545,2948.1985465636362,0.1,12.100000000000001,30021.350469000005,0.013513513513513514,0.0,0.0,12.100000000000001,35673.202413420004,8381.065623420003,,0.3070871910070037,5.324000000000001,6.776000000000001,5979.848148,543.6225589090909,2894.2465036320004,19976.9933515152,22871.2398551472,5880.1840122,534.5621829272727,6468.202413420001,5138.047222199999,814.0,-4324.047222199999
PIM,Parasite Immunology,O-Proprietary Owned,3200.0,2150.0,2650.0,3200,2150.0,2650,0.0,0.0,Health Sci,3250,0.264,0.3,100,3350,No,0,3350,7,0,3350,No direct competitors,0,3350,3350,3350,150,3400,3468,0.08375,No,0,1784.2791726600003,-1615.7208273399997,0,3.002297562352941,0,3450,2300,2850,250,0.08,16-20%,Increase,Yes,3450,3450,2300,2850,22400,24150,19602.5,20282.5,2800.3571428571427,2897.5,0.1,7.700000000000001,21562.75,0.078125,0.0,0.0,7.700000000000001,22310.750000000004,2708.2500000000036,,0.13815839816349973,3.3880000000000003,4.312000000000001,12400.0,1771.4285714285713,6001.6,12494.020000000004,18495.620000000003,12200.0,1742.857142857143,13420.000000000002,680.0,448.0,-232.0
PIN,Pathology International,J-Joint Owned,3300.0,2200.0,2750.0,3300,2200.0,2750,0.0,0.0,Health Sci,3250,0.724,0.7,700,3950,No,0,3950,8,0,3950,No direct competitors,0,3950,3950,3950,650,4000,4080,0.23636363636363636,No,0,1463.4048491285716,-2536.5951508714284,0,58.67503343333333,0,4100,2750,3400,800,0.24,21-25%,Increase,Yes,4100,4100,2750,3400,26400,32800,16744.828,19700.143920000002,2093.1035,2462.5179900000003,0.1,8.8,18419.310800000003,0.24242424242424243,-0.1,-0.024242424242424246,8.586666666666668,21144.821140800006,4399.993140800005,,0.26276729392502596,3.778133333333334,4.808533333333334,5545.76048,693.22006,2619.0778160213335,11841.099838848004,14460.177654869338,5450.14392,681.26799,5849.821140800002,2955.315920000001,528.0,-2427.315920000001
