Journal Code,Journal,Ownership Structure,Current Price (USD),Current Price (GBP),Current Price (EUR),Current Price (USD).1,Current Price (GBP).1,Current Price (EUR).1,APC Change 2021 - 2020 (US $),APC Change 2021 - 2020 (%),Subject / Business Unit,Base Price,Impact Factor Percentile,Impact Factor Percentile (Round),Price Adjustment,Price Check,Is this journal considered to be 'slow' in publication?,Price Adjustment 2,Price Check 2,No. of Open Access Articles,Price Adjustment 3,Price Check 3,Competitor Analysis,Score,Price Adjustment 4,Final Adjustment 5,Maximum/Minimum Price Rule,Price Change,Price Decrease Rule,Price change limit,Limited % Price change,Is this journal considered to be 'Prestigious'?,Price Adjustment Prestigious ,Subscription Revenue per article,Subscription Revenue difference,Price Adjustment Subscription,Corporate Revenue,Price Adjustment Corporate,Final Price (USD),Final Price (GBP),Final Price (EUR),Price Change Final,Percentage Change,% category,Increase/Decrease?,Will price change be implemented?,Inflation Adjusted price,Round Inflation Adjusted Price,Round Inflation Adjusted Price (GBP),Round Inflation Adjusted Price (EUR),Current Gross Revenue,New Gross Revenue,Current Revenue,New Revenue,Current Revenue per article (Discounted),New Revenue per article (discounted),Subject Article Growth,Natural Market Volume Growth,Market Growth Revenue,% Price Change,Price Elasticity,Volume Change,New Volume,New Discounted Revenue ,Revenue Change,u,% Revenue Change,Credit Card Discount Volume Uptake,Remaining Volume,Credit Card Discount Revenue,Revenue per article,Credit Card Revenue,Remaining Revenue,Total Surcharge Revenue,China Revenue,Revenue per article.1,China New Revenue,Revenue change,Min 2%,Difference
PHOR,The Photogrammetric Record,J-Joint Owned,2500,1667,2083,2600,1750,2150,100,0.04,SSH,2750,0.887,0.9,900,3650,No,0,3650,57,500,4150,No direct competitors,0,4150,4150,4150,1550,4200,4284,0.647692308,No,0,4483.694593,283.694593,0,1161.915698,0,4300,2900,3550,1700,0.65,over 40%,Increase,Yes,4300,4300,2900,3550,148200,245100,100240.28,226070.838,1758.601404,3966.155053,0.1,62.7,110264.308,0.653846154,-0.3,-0.196153846,50.40115385,199898.791,99658.51099,,0.994196255,22.17650769,28.22464615,146949.6575,2578.064167,57172.45982,111943.323,169115.7828,146720.838,2574.049789,129735.0794,125830.558,2964,-122866.558
PHP,Photochemistry and Photobiology,N-Society Owned,3000,2000,2500,3300,2200,2750,300,0.1,Life Sci,3250,None,None,-500,2750,No,0,2750,2,-500,2250,No direct competitors,0,2250,2250,2250,-1050,3300,3366,0.02,No,0,4914.095113,1614.095113,0,0,0,3350,2250,2800,50,0.02,16-20%,Increase,Yes,3350,3350,2250,2800,6600,6700,4125.325,5162.5,2062.6625,2581.25,0.1,2.2,4537.8575,0.015151515,0,0,2.2,5678.75,1553.425,,0.376558211,0.968,1.232,3000,1500,1452,3180.1,4632.1,2950,1475,3245,1037.175,132,-905.175
PHPE,Philosophical Perspectives,O-Proprietary Owned,3000,2000,2500,3000,2000,2500,0,0,SSH,2750,None,None,-500,2250,No,0,2250,8,0,2250,No direct competitors,0,2250,2250,2250,-750,3000,3060,0.02,No,0,11309.98546,8309.985455,Subscription revenue considerably higher than APC - please review,0,0,3050,2050,2550,50,0.02,1-2%,Increase,Yes,3050,3050,2050,2550,24000,24400,16757.56911,17637.78759,2094.696139,2204.723448,0.1,8.8,18433.32602,0.016666667,0,0,8.8,19401.56634,2643.997231,,0.157779282,3.872,4.928,9793.626558,1224.20332,4740.115254,10864.87715,15604.99241,9605.287586,1200.660948,10565.81634,880.2184723,480,-400.2184723
PHPP,"Photodermatology, Photoimmunology & Photomedicine",O-Proprietary Owned,3600,2400,3000,3600,2400,3000,0,0,Health Sci,3250,0.62,0.6,600,3850,No,0,3850,15,0,3850,No direct competitors,0,3850,3850,3850,250,3900,3978,0.105,No,0,1571.232131,-2328.767869,0,5.61603,0,4000,2650,3350,400,0.11,11-15%,Increase,Yes,4000,4000,2650,3350,54000,60000,36442.6825,53846.04227,2429.512167,3589.736152,0.1,16.5,40086.95075,0.111111111,0,0,16.5,59230.6465,22787.964,,0.625309731,7.26,9.24,17696.32534,1179.755023,8565.021465,33169.16204,41734.18351,17125.47614,1141.698409,18838.02375,17403.35977,1080,-16323.35977
PHPR,Philosophy and Phenomenological Research,N-Society Owned,2500,1650,2100,2500,1650,2100,0,0,SSH,2750,0.767,0.8,800,3550,No,0,3550,3,-500,3050,No direct competitors,0,3050,3050,3050,550,3100,3162,0.2648,No,0,4866.546485,1766.546485,0,31.26378259,0,3150,2100,2650,650,0.26,26-30%,Increase,Yes,3150,3150,2100,2650,7500,9450,11100,12600,3700,4200,0.1,3.3,12210,0.26,-0.1,-0.026,3.2142,13499.64,2399.64,,0.216183784,1.414248,1.799952,12750,4250,6010.554,7559.7984,13570.3524,12600,4200,13499.64,1500,150,-1350
PI,Polymer International,N-Society Owned,3700,2467,3330,3700,2467,3330,0,0,Physical Sci,3500,0.324,0.3,100,3600,No,0,3600,11,0,3600,No direct competitors,0,3600,3600,3600,-100,3700,3774,0.02,No,0,831.8350249,-2868.164975,0,0,0,3750,2500,3350,50,0.01,1-2%,Increase,Yes,3750,3750,2500,3350,40700,41250,27292.13679,32430.18401,2481.103345,2948.198547,0.1,12.1,30021.35047,0.013513514,0,0,12.1,35673.20241,8381.065623,,0.307087191,5.324,6.776,5979.848148,543.6225589,2894.246504,19976.99335,22871.23986,5880.184012,534.5621829,6468.202413,5138.047222,814,-4324.047222
PIM,Parasite Immunology,O-Proprietary Owned,3200,2150,2650,3200,2150,2650,0,0,Health Sci,3250,0.264,0.3,100,3350,No,0,3350,7,0,3350,No direct competitors,0,3350,3350,3350,150,3400,3468,0.08375,No,0,1784.279173,-1615.720827,0,3.002297562,0,3450,2300,2850,250,0.08,16-20%,Increase,Yes,3450,3450,2300,2850,22400,24150,19602.5,20282.5,2800.357143,2897.5,0.1,7.7,21562.75,0.078125,0,0,7.7,22310.75,2708.25,,0.138158398,3.388,4.312,12400,1771.428571,6001.6,12494.02,18495.62,12200,1742.857143,13420,680,448,-232
PIN,Pathology International,J-Joint Owned,3300,2200,2750,3300,2200,2750,0,0,Health Sci,3250,0.724,0.7,700,3950,No,0,3950,8,0,3950,No direct competitors,0,3950,3950,3950,650,4000,4080,0.236363636,No,0,1463.404849,-2536.595151,0,58.67503343,0,4100,2750,3400,800,0.24,21-25%,Increase,Yes,4100,4100,2750,3400,26400,32800,16744.828,19700.14392,2093.1035,2462.51799,0.1,8.8,18419.3108,0.242424242,-0.1,-0.024242424,8.586666667,21144.82114,4399.993141,,0.262767294,3.778133333,4.808533333,5545.76048,693.22006,2619.077816,11841.09984,14460.17765,5450.14392,681.26799,5849.821141,2955.31592,528,-2427.31592
PIP,Progress in Photovoltaics: Research and Applications,O-Proprietary Owned,4500,3000,3750,4500,3000,3750,0,0,Physical Sci,3500,0.891,0.9,900,4400,No,0,4400,3,-500,3900,No direct competitors,0,3900,3900,3900,-600,4500,4590,0.02,No,0,7022.589524,2522.589524,Subscription revenue considerably higher than APC - please review,0,0,4600,3050,3850,100,0.02,1-2%,Increase,Yes,4600,4600,3050,3850,13500,13800,5729.42,6375,1909.806667,2125,0.1,3.3,6302.362,0.022222222,0,0,3.3,7012.5,1283.08,,0.223945879,1.452,1.848,0,0,0,3927,3927,0,0,0,645.58,270,-375.58
PIQ,Performance Improvement Quarterly,N-Society Owned,3000,2000,2500,3000,2000,2500,0,0,SSH,2750,0.91,0.9,900,3650,No,0,3650,3,-500,3150,No direct competitors,0,3150,3150,3150,150,3200,3264,0.088,No,0,5021.856476,1821.856476,0,0,0,3250,2150,2700,250,0.08,6-10%,Increase,Yes,3250,3250,2150,2700,9000,9750,6841.095,10583.99824,2280.365,3527.999412,0.1,3.3,7525.2045,0.083333333,0,0,3.3,11642.39806,4801.303061,,0.701832537,1.452,1.848,0,0,0,6519.742914,6519.742914,0,0,0,3742.903237,180,-3562.903237
PIRS,Papers In Regional Science,N-Society Owned,3000,2000,2500,3000,2000,2500,0,0,SSH,2750,0.885,0.9,900,3650,No,0,3650,16,0,3650,No direct competitors,0,3650,3650,3650,650,3700,3774,0.258,No,0,12197.99534,8497.995345,Subscription revenue considerably higher than APC - please review,0,0,3750,2500,3150,750,0.25,21-25%,Increase,Yes,3750,3750,2500,3150,48000,60000,37042.27629,70726.71309,2315.142268,4420.419568,0.1,17.6,40746.50391,0.25,-0.1,-0.025,17.16,75854.39979,38812.1235,,1.047779116,7.5504,9.6096,12813.71741,800.8573379,6046.793244,42478.46388,48525.25712,11196.4521,699.7782564,12008.19488,33684.4368,960,-32724.4368
PITS,Psychology in the Schools,O-Proprietary Owned,2500,1667,2083,2500,1667,2083,0,0,SSH,2750,0.331,0.3,100,2850,No,0,2850,4,-500,2350,No direct competitors,0,2350,2350,2350,-150,2500,2550,0.02,No,0,7714.341772,5214.341772,Subscription revenue considerably higher than APC - please review,7.707594937,0,2550,1700,2100,50,0.02,1-2%,Increase,Yes,2550,2550,1700,2100,10000,10200,12339.9315,15524.42995,3084.982875,3881.107488,0.1,4.4,13573.92465,0.02,0,0,4.4,17076.87295,4736.941447,,0.383870968,1.936,2.464,15723.4611,3930.865276,7610.155175,9563.04885,17173.20402,15524.42995,3881.107488,17076.87295,3184.498452,200,-2984.498452
PIUZ,Physik in unserer Zeit,O-Proprietary Owned,3000,2000,2500,3000,2000,2500,0,0,Physical Sci,3500,0.259,0.3,100,3600,No,0,3600,28,500,4100,No direct competitors,0,4100,4100,4100,1100,4100,4182,0.394,No,0,2067.969211,-2032.030789,0,261.8242434,0,4200,2800,3500,1200,0.4,36-40%,Increase,Yes,4200,4200,2800,3500,84000,117600,85235.027,88247.93758,3044.108107,3151.712056,0.1,30.8,93758.5297,0.4,-0.2,-0.08,28.336,89306.91283,4071.885829,,0.047772447,12.46784,15.86816,29380.59816,1049.307077,13082.59275,50011.87118,63094.46393,29935.43758,1069.122771,30294.66283,3012.910578,1680,-1332.910578
PLAR,PoLAR: Political and Legal Anthropology Review,N-Society Owned,3000,2000,2500,3000,2000,2500,0,0,SSH,2750,0.816,0.8,800,3550,No,0,3550,22,500,4050,No direct competitors,0,4050,4050,4050,1050,4100,4182,0.394,No,0,6254.738141,2154.738141,Subscription revenue considerably higher than APC - please review,20.30900307,0,4200,2800,3500,1200,0.4,36-40%,Increase,Yes,4200,4200,2800,3500,66000,92400,45974.3264,50751.81619,2089.742109,2306.900736,0.1,24.2,50571.75904,0.4,-0.2,-0.08,22.264,51360.83799,5386.511588,,0.117163469,9.79616,12.46784,20445.66962,929.3486193,9104.04777,28762.06927,37866.11704,20144.99801,915.6817278,20386.73799,4777.489794,1320,-3457.489794
PLB,Plant Biology,N-Society Owned,3000,2000,2500,3000,2000,2500,0,0,Life Sci,3250,1,1,1000,4250,No,0,4250,15,0,4250,No direct competitors,0,4250,4250,4250,1250,4300,4386,0.462,No,0,6230.363158,1930.363158,0,13.69358894,0,4400,2950,3700,1400,0.47,over 40%,Increase,Yes,4400,4400,2950,3700,45000,66000,46027.043,50982.24501,3068.469533,3398.816334,0.1,16.5,50629.7473,0.466666667,-0.2,-0.093333333,14.96,50846.29235,4819.249353,,0.104704735,6.5824,8.3776,8477.42386,565.1615907,3720.119655,28473.92372,32194.04337,8472.869581,564.8579721,8450.275263,4955.202006,900,-4055.202006
PLMS,Proceedings of the London Mathematical Society,N-Society Owned,3000,2000,2500,3600,2400,3000,600,0.2,Physical Sci,3500,0.938,0.9,900,4400,No,0,4400,19,0,4400,No direct competitors,0,4400,4400,4400,800,4400,4488,0.246666667,No,0,547.1734432,-3852.826557,0,117.5388426,0,4500,3000,3750,900,0.25,21-25%,Increase,Yes,4500,4500,3000,3750,68400,85500,72266.2716,76726.4354,3803.487979,4038.233442,0.1,20.9,79492.89876,0.25,-0.1,-0.025,20.3775,82289.10196,10022.83036,,0.13869306,8.9661,11.4114,25936.45134,1365.076387,12239.41139,46081.8971,58321.30849,25651.4354,1350.075547,27511.16446,4460.163795,1368,-3092.163795
PLR2,Journal of Plant Registrations,N-Society Owned,0,0,0,1000,800,900,1000,0,Life Sci,3250,0.846,0.8,800,4050,No,0,4050,11,0,4050,No direct competitors,0,4050,4050,4050,3050,4100,4000,3,No,0,,,,,,4000,3200,3600,3000,3,over 40%,Increase,Yes,4000,4000,3200,3600,11000,44000,42513.33358,45094.07551,3864.848507,4099.46141,0.1,12.1,46764.66694,3,-0.4,-1.2,-2.42,-9920.696612,-52434.03019,,-1.233354945,-1.0648,-1.3552,38193.40974,3472.128158,-3697.122063,-5555.590103,-9252.712166,37744.07551,3431.279592,-8303.696612,2580.741929,220,-2360.741929
PMH,Personality and Mental Health,N-Society Owned,2800,1850,2350,2800,1850,2350,0,0,SSH,2750,0.834,0.8,800,3550,No,0,3550,43,500,4050,No direct competitors,0,4050,4050,4050,1250,4100,4182,0.493571429,No,0,0,-4100,0,0,0,4200,2800,3550,1400,0.5,over 40%,Increase,Yes,4200,4200,2800,3550,120400,180600,161342.496,165969.7395,3752.15107,3859.761383,0.1,47.3,177476.7456,0.5,-0.2,-0.1,42.57,164310.0421,2967.546092,,0.018392836,18.7308,23.8392,117419.3612,2730.682819,51147.87375,92013.62357,143161.4973,115969.7395,2696.970686,114810.0421,4627.243487,2408,-2219.243487
PMIC,Proteomics,O-Proprietary Owned,3800,2550,3150,4000,2700,3300,200,0.052631579,Life Sci,3250,0.73,0.7,700,3950,No,0,3950,1,-500,3450,No direct competitors,0,3450,3450,3450,-550,4000,4080,0.02,No,0,3565.27,-434.73,0,492.0267742,0,4100,2800,3400,100,0.03,3-5%,Increase,Yes,4100,4100,2800,3400,4000,4100,3272.5,3350,3272.5,3350,0.1,1.1,3599.75,0.025,0,0,1.1,3685,412.5,,0.12605042,0.484,0.616,0,0,0,2063.6,2063.6,0,0,0,77.5,80,2.5
PMR,PM&R,O-Proprietary Owned,3000,2000,2500,3000,2000,2500,0,0,Health Sci,3250,0.5,0.5,500,3750,No,0,3750,5,-500,3250,No direct competitors,0,3250,3250,3250,250,3300,3366,0.122,No,0,1326.679524,-1973.320476,0,172.4395238,0,3350,2250,2800,350,0.12,11-15%,Increase,Yes,3350,3350,2250,2800,15000,16750,19441.9225,19973.76667,3888.3845,3994.753333,0.1,5.5,21386.11475,0.116666667,0,0,5.5,21971.14333,2529.220833,,0.130091087,2.42,3.08,16173.43875,3234.68775,7827.944355,12303.84027,20131.78462,15973.76667,3194.753333,17571.14333,531.8441667,300,-231.8441667
POC,Journal of Physical Organic Chemistry,O-Proprietary Owned,3300,2200,2750,3300,2200,2750,0,0,Physical Sci,3500,0.596,0.6,600,4100,No,0,4100,10,0,4100,No direct competitors,0,4100,4100,4100,800,4100,4182,0.267272727,No,0,1859.983079,-2240.016921,0,0,0,4200,2800,3500,900,0.27,26-30%,Increase,Yes,4200,4200,2800,3500,33000,42000,20561.57,22851.26103,2056.157,2285.126103,0.1,11,22617.727,0.272727273,-0.1,-0.027272727,10.7,24450.8493,3889.279302,,0.189152837,4.708,5.992,2636.363636,263.6363636,1241.2,13692.47561,14933.67561,2590.909091,259.0909091,2772.272727,2289.69103,660,-1629.69103
POI3,Policy & Internet (Electronic),N-Society Owned,2500,1650,2100,2750,1800,2300,250,0.1,SSH,2750,None,None,-500,2250,No,0,2250,4,-500,1750,No direct competitors,0,1750,1750,1750,-1000,2800,2856,0.038545455,No,0,1825.076287,-974.9237127,0,0,0,2850,1850,2400,100,0.04,3-5%,Increase,Yes,2850,2850,1850,2400,11000,11400,7075.35,8032.5,1768.8375,2008.125,0.1,4.4,7782.885,0.036363636,0,0,4.4,8835.75,1760.4,,0.248807479,1.936,2.464,0,0,0,4948.02,4948.02,0,0,0,957.15,220,-737.15
POL,Journal of Polymer Science,O-Proprietary Owned,3200,2150,2650,3200,2150,2650,0,0,Physical Sci,3500,None,None,-500,3000,No,0,3000,1,-500,2500,No direct competitors,0,2500,2500,2500,-700,3200,3264,0.02,No,0,2605.976031,-594.0239689,0,3.406984932,0,3250,2200,2700,50,0.02,1-2%,Increase,Yes,3250,3250,2200,2700,3200,3250,2764.64,2810.717333,2764.64,2810.717333,0.1,1.1,3041.104,0.015625,0,0,1.1,3091.789067,327.1490667,,0.118333333,0.484,0.616,2856.794667,2856.794667,1382.688619,1731.401877,3114.090496,2810.717333,2810.717333,3091.789067,46.07733333,64,17.92266667
POLP,Politics & Policy,N-Society Owned,2500,1650,2100,2500,1650,2100,0,0,SSH,2750,0.512,0.5,500,3250,No,0,3250,11,0,3250,No direct competitors,0,3250,3250,3250,750,3300,3366,0.3464,No,0,5492.927135,2192.927135,Subscription revenue considerably higher than APC - please review,0,0,3350,2200,2800,850,0.34,31-35%,Increase,Yes,3350,3350,2200,2800,27500,36850,42134.5,53221.53846,3830.409091,4838.321678,0.1,12.1,46347.95,0.34,-0.1,-0.034,11.6886,56553.20677,14418.70677,,0.342206666,5.142984,6.545616,19419.23077,1765.384615,9079.344831,31669.79579,40749.14062,17653.84615,1604.895105,18758.97692,11087.03846,550,-10537.03846
POLQ,Political Science Quarterly,N-Society Owned,2500,1650,2100,2500,1650,2100,0,0,SSH,2750,None,None,-500,2250,No,0,2250,1,-500,1750,No direct competitors,0,1750,1750,1750,-750,2500,2550,0.02,No,0,7917.959524,5417.959524,Subscription revenue considerably higher than APC - please review,0,0,2550,1700,2150,50,0.02,16-20%,Increase,Yes,2550,2550,1700,2150,2500,2550,3000,3350,3000,3350,0.1,1.1,3300,0.02,0,0,1.1,3685,685,,0.228333333,0.484,0.616,3400,3400,1645.6,2063.6,3709.2,3350,3350,3685,350,50,-300
POMS,Production and Operations Management,N-Society Owned,2500,1650,2100,2500,1650,2100,0,0,SSH,2750,0.329,0.3,100,2850,No,0,2850,11,0,2850,No direct competitors,0,2850,2850,2850,350,2900,2958,0.1832,No,0,0,-2900,0,0,0,2950,1950,2500,450,0.18,16-20%,Increase,Yes,2950,2950,1950,2500,27500,32450,27032.5,38700,2457.5,3518.181818,0.1,12.1,29735.75,0.18,0,0,12.1,42570,15537.5,,0.574771109,5.324,6.776,8700,790.9090909,4210.8,23839.2,28050,8600,781.8181818,9460,11667.5,550,-11117.5
PON,Psycho-Oncology,O-Proprietary Owned,4300,2867,3583,4300,2867,3583,0,0,Health Sci,3250,0.536,0.5,500,3750,No,0,3750,2,-500,3250,No direct competitors,0,3250,3250,3250,-1050,4300,4386,0.02,No,0,1135.469151,-3164.530849,0,0,0,4400,2900,3650,100,0.02,1-2%,Increase,Yes,4400,4400,2900,3650,8600,8800,5117,8600,2558.5,4300,0.1,2.2,5628.7,0.023255814,0,0,2.2,9460,4343,,0.848739496,0.968,1.232,0,0,0,5297.6,5297.6,0,0,0,3483,172,-3311
POP4,Poverty & Public Policy (Electronic),N-Society Owned,2500,1650,2100,2500,1650,2100,0,0,SSH,2750,0.258,0.3,100,2850,No,0,2850,4,-500,2350,No direct competitors,0,2350,2350,2350,-150,2500,2550,0.02,No,0,1170.381715,-1329.618285,0,244.4044477,0,2550,1700,2150,50,0.02,1-2%,Increase,Yes,2550,2550,1700,2150,10000,10200,13591.5,13800,3397.875,3450,0.1,4.4,14950.65,0.02,0,0,4.4,15180,1588.5,,0.116874517,1.936,2.464,10500,2625,5082,8500.8,13582.8,10350,2587.5,11385,208.5,200,-8.5
POPE,Population Ecology,N-Society Owned,3000,2000,2500,3000,2000,2500,0,0,Life Sci,3250,None,None,-500,2750,No,0,2750,2,-500,2250,No direct competitors,0,2250,2250,2250,-750,3000,3060,0.02,No,0,0,-3000,0,0,0,3050,2050,2550,50,0.02,16-20%,Increase,Yes,3050,3050,2050,2550,6000,6100,5950,8600,2975,4300,0.1,2.2,6545,0.016666667,0,0,2.2,9460,3510,,0.589915966,0.968,1.232,0,0,0,5297.6,5297.6,0,0,0,2650,120,-2530
POPS,Political Psychology,N-Society Owned,3200,2150,2650,3200,2150,2650,0,0,SSH,2750,0.948,0.9,900,3650,No,0,3650,45,500,4150,No direct competitors,0,4150,4150,4150,950,4200,4284,0.33875,No,0,8574.434601,4374.434601,Subscription revenue considerably higher than APC - please review,43.68409432,0,4300,2900,3550,1100,0.34,31-35%,Increase,Yes,4300,4300,2900,3550,144000,193500,158630.2331,166762.2494,3525.116292,3705.827765,0.1,49.5,174493.2564,0.34375,-0.2,-0.06875,46.096875,170827.0792,12196.84612,,0.076888534,20.282625,25.81425,95686.13256,2126.358501,43128.1321,95663.16438,138791.2965,92599.48313,2057.766292,94856.59553,8132.016292,2880,-5252.016292
POQU,The Political Quarterly,N-Society Owned,3000,2000,2500,3000,2000,2500,0,0,SSH,2750,None,None,-500,2250,No,0,2250,2,-500,1750,No direct competitors,0,1750,1750,1750,-1250,3000,3060,0.02,No,0,5697.042261,2697.042261,Subscription revenue considerably higher than APC - please review,0,0,3050,2050,2550,50,0.02,1-2%,Increase,Yes,3050,3050,2050,2550,6000,6100,4998,5500,2499,2750,0.1,2.2,5497.8,0.016666667,0,0,2.2,6050,1052,,0.210484194,0.968,1.232,0,0,0,3388,3388,0,0,0,502,120,-382
PPA,Plant Pathology,N-Society Owned,3600,2400,3000,3950,2650,3300,350,0.097222222,Life Sci,3250,0.891,0.9,900,4150,No,0,4150,1,-500,3650,No direct competitors,0,3650,3650,3650,-300,4000,4080,0.032911392,No,0,12511.70207,8511.702069,Subscription revenue considerably higher than APC - please review,0,0,4100,2750,3450,150,0.04,3-5%,Increase,Yes,4100,4100,2750,3450,3950,4100,1950,2863.636364,1950,2863.636364,0.1,1.1,2145,0.037974684,0,0,1.1,3150,1200,,0.615384615,0.484,0.616,0,0,0,1764,1764,0,0,0,913.6363636,79,-834.6363636
PPAP,Plasma Processes and Polymers,O-Proprietary Owned,3900,2600,3250,4300,2850,3600,400,0.102564103,Physical Sci,3500,None,None,-500,3000,No,0,3000,6,0,3000,No direct competitors,0,3000,3000,3000,-1300,4300,4386,0.02,No,0,2857.77778,-1442.22222,0,0,0,4400,2900,3650,100,0.02,1-2%,Increase,Yes,4400,4400,2900,3650,25800,26400,12195.452,13005,2032.575333,2167.5,0.1,6.6,13414.9972,0.023255814,0,0,6.6,14305.5,2110.048,,0.173019253,2.904,3.696,2600,433.3333333,1258.4,8011.08,9269.48,2550,425,2805,809.548,516,-293.548
PPC,Perspectives In Psychiatric Care,O-Proprietary Owned,3300,2200,2750,3300,2200,2750,0,0,Health Sci,3250,0.46,0.5,500,3750,No,0,3750,14,0,3750,No direct competitors,0,3750,3750,3750,450,3800,3876,0.174545455,No,0,3546.287829,-253.7121705,0,0,0,3900,2600,3250,600,0.18,16-20%,Increase,Yes,3900,3900,2600,3250,46200,54600,34656.625,37870.22727,2475.473214,2705.016234,0.1,15.4,38122.2875,0.181818182,-0.1,-0.018181818,15.12,40899.84545,6243.220455,,0.180145079,6.6528,8.4672,3090.909091,220.7792208,1468.8,22903.91345,24372.71345,3045.454545,217.5324675,3289.090909,3213.602273,924,-2289.602273
PPE,Paediatric and Perinatal Epidemiology,O-Proprietary Owned,4200,2800,3500,4200,2800,3500,0,0,Health Sci,3250,0.253,0.3,100,3350,No,0,3350,7,0,3350,No direct competitors,0,3350,3350,3350,-850,4200,4284,0.02,No,0,1974.292028,-2225.707972,0,0,0,4300,2850,3550,100,0.02,1-2%,Increase,Yes,4300,4300,2850,3550,29400,30100,15102,24640,2157.428571,3520,0.1,7.7,16612.2,0.023809524,0,0,7.7,27104,12002,,0.794729175,3.388,4.312,21360,3051.428571,10338.24,15178.24,25516.48,21120,3017.142857,23232,9538,588,-8950
PPI,Psychotherapy and Politics International,O-Proprietary Owned,2500,1667,2083,2500,1667,2083,0,0,SSH,2750,None,None,-500,2250,No,0,2250,4,-500,1750,No direct competitors,0,1750,1750,1750,-750,2500,2550,0.02,No,0,0,-2500,0,0,0,2550,1700,2100,50,0.02,1-2%,Increase,Yes,2550,2550,1700,2100,10000,10200,10453.75,10980,2613.4375,2745,0.1,4.4,11499.125,0.02,0,0,4.4,12078,1624.25,,0.155374865,1.936,2.464,3100,775,1500.4,6763.68,8264.08,3050,762.5,3355,526.25,200,-326.25
PPL,Physiologia Plantarum,N-Society Owned,3300,2200,2750,3650,2450,3050,350,0.106060606,Life Sci,3250,None,None,-500,2750,No,0,2750,1,-500,2250,No direct competitors,0,2250,2250,2250,-1400,3700,3774,0.033972603,No,0,21202.98698,17502.98698,Subscription revenue considerably higher than APC - please review,0,0,3750,2500,3150,100,0.03,16-20%,Increase,Yes,3750,3750,2500,3150,3650,3750,1689.675,1987.5,1689.675,1987.5,0.1,1.1,1858.6425,0.02739726,0,0,1.1,2186.25,496.575,,0.293887878,0.484,0.616,0,0,0,1224.3,1224.3,0,0,0,297.825,73,-224.825
PPP,Permafrost and Periglacial Processes,O-Proprietary Owned,3000,2000,2500,3300,2200,2750,300,0.1,Life Sci,3250,0.683,0.7,700,3950,No,0,3950,2,-500,3450,No direct competitors,0,3450,3450,3450,150,3500,3570,0.081818182,No,0,16570.44775,13070.44775,Subscription revenue considerably higher than APC - please review,0,0,3550,2400,2950,250,0.08,6-10%,Increase,Yes,3550,3550,2400,2950,6600,7100,5916.39,8368.52,2958.195,4184.26,0.1,2.2,6508.029,0.075757576,0,0,2.2,9205.372,3288.982,,0.555910276,0.968,1.232,4818.192083,2409.096042,2332.004968,5155.00832,7487.013288,4470.4875,2235.24375,4917.53625,2452.13,132,-2320.13
PPSC,Particle & Particle Systems Characterization,O-Proprietary Owned,3800,2550,3150,3800,2550,3150,0,0,Physical Sci,3500,0.496,0.5,500,4000,No,0,4000,10,0,4000,No direct competitors,0,4000,4000,4000,200,4000,4080,0.073684211,No,0,1693.218704,-2306.781296,0,2.644376586,0,4100,2750,3400,300,0.08,6-10%,Increase,Yes,4100,4100,2750,3400,38000,41000,26663.04438,27852.88406,2666.304438,2785.288406,0.1,11,29329.34881,0.078947368,0,0,11,30638.17247,3975.128094,,0.149087555,4.84,6.16,9058.59875,905.859875,4384.361795,17157.37658,21541.73838,8925.384063,892.5384063,9817.922469,1189.839687,760,-429.8396875
PPUL,Pediatric Pulmonology,O-Proprietary Owned,4200,2800,3500,4200,2800,3500,0,0,Health Sci,3250,0.975,1,1000,4250,No,0,4250,193,500,4750,No direct competitors,0,4750,4750,4750,550,4800,4896,0.165714286,No,0,3335.291645,-1464.708355,0,0,0,4900,3300,4100,700,0.17,16-20%,Increase,Yes,4900,4900,3300,4100,810600,945700,531549.325,797475.1767,2754.14158,4131.995734,0.1,212.3,584704.2575,0.166666667,-0.1,-0.016666667,208.7616667,862602.3161,331052.9911,,0.62280766,91.85513333,116.9065333,390017.3946,2020.815516,185622.2787,483057.297,668679.5757,387735.1767,2008.990553,419400.2161,265925.8517,16212,-249713.8517
PRCA,PROTEOMICS - Clinical Applications,O-Proprietary Owned,3800,2550,3150,3800,2550,3150,0,0,Life Sci,3250,None,None,-500,2750,No,0,2750,6,0,2750,No direct competitors,0,2750,2750,2750,-1050,3800,3876,0.02,No,0,3082.036615,-717.9633854,0,0,0,3900,2650,3250,100,0.03,3-5%,Increase,Yes,3900,3900,2650,3250,22800,23400,11071.79777,12333.56233,1845.299628,2055.593721,0.1,6.6,12178.97755,0.026315789,0,0,6.6,13566.91856,2495.120788,,0.225358234,2.904,3.696,2175.396881,362.5661468,1052.89209,7597.474392,8650.366483,2133.562325,355.5937209,2346.918558,1261.764555,456,-805.7645554
